# Time(a.u.)  Energy(a.u.)  mu_x(a.u.)  mu_y(a.u.)  mu_z(a.u.)
6.1120000000E+01 -9.1675125150E+01 1.6628729352E-05 1.6628729409E-05 9.6490895028E-01
6.1160000000E+01 -9.1675125149E+01 1.6434361176E-05 1.6434361232E-05 9.6490751440E-01
6.1200000000E+01 -9.1675125149E+01 1.6249385813E-05 1.6249385868E-05 9.6490627825E-01
6.1240000000E+01 -9.1675125149E+01 1.6057675921E-05 1.6057675974E-05 9.6490525119E-01
6.1280000000E+01 -9.1675125149E+01 1.5826722192E-05 1.5826722245E-05 9.6490440839E-01
6.1320000000E+01 -9.1675125149E+01 1.5519399306E-05 1.5519399357E-05 9.6490369327E-01
6.1360000000E+01 -9.1675125149E+01 1.5109561980E-05 1.5109562030E-05 9.6490303353E-01
6.1400000000E+01 -9.1675125149E+01 1.4595535357E-05 1.4595535406E-05 9.6490236607E-01
6.1440000000E+01 -9.1675125149E+01 1.4005983155E-05 1.4005983203E-05 9.6490166214E-01
6.1480000000E+01 -9.1675125149E+01 1.3395140004E-05 1.3395140051E-05 9.6490094290E-01
6.1520000000E+01 -9.1675125149E+01 1.2828132729E-05 1.2828132776E-05 9.6490027862E-01
6.1560000000E+01 -9.1675125149E+01 1.2360773720E-05 1.2360773765E-05 9.6489977034E-01
6.1600000000E+01 -9.1675125149E+01 1.2020468465E-05 1.2020468510E-05 9.6489951906E-01
6.1640000000E+01 -9.1675125149E+01 1.1794885862E-05 1.1794885906E-05 9.6489959284E-01
6.1680000000E+01 -9.1675125149E+01 1.1632718394E-05 1.1632718437E-05 9.6490000303E-01
6.1720000000E+01 -9.1675125149E+01 1.1456951753E-05 1.1456951794E-05 9.6490069833E-01
6.1760000000E+01 -9.1675125149E+01 1.1186881824E-05 1.1186881864E-05 9.6490157941E-01
6.1800000000E+01 -9.1675125149E+01 1.0762093046E-05 1.0762093085E-05 9.6490252944E-01
6.1840000000E+01 -9.1675125149E+01 1.0160800577E-05 1.0160800614E-05 9.6490345047E-01
6.1880000000E+01 -9.1675125149E+01 9.4066675761E-06 9.4066676120E-06 9.6490429342E-01
6.1920000000E+01 -9.1675125149E+01 8.5618869809E-06 8.5618870154E-06 9.6490507159E-01
6.1960000000E+01 -9.1675125149E+01 7.7087389120E-06 7.7087389452E-06 9.6490585353E-01
6.2000000000E+01 -9.1675125149E+01 6.9255190971E-06 6.9255191291E-06 9.6490673829E-01
6.2040000000E+01 -9.1675125149E+01 6.2644515900E-06 6.2644516210E-06 9.6490782189E-01
6.2080000000E+01 -9.1675125149E+01 5.7383940674E-06 5.7383940974E-06 9.6490916680E-01
6.2120000000E+01 -9.1675125149E+01 5.3201191614E-06 5.3201191906E-06 9.6491078453E-01
6.2160000000E+01 -9.1675125149E+01 4.9537628886E-06 4.9537629169E-06 9.6491263634E-01
6.2200000000E+01 -9.1675125149E+01 4.5741044682E-06 4.5741044956E-06 9.6491465045E-01
6.2240000000E+01 -9.1675125149E+01 4.1269979987E-06 4.1269980251E-06 9.6491674827E-01
6.2280000000E+01 -9.1675125148E+01 3.5842650304E-06 3.5842650555E-06 9.6491886957E-01
6.2320000000E+01 -9.1675125148E+01 2.9486096433E-06 2.9486096671E-06 9.6492098762E-01
6.2360000000E+01 -9.1675125148E+01 2.2477853332E-06 2.2477853555E-06 9.6492310974E-01
6.2400000000E+01 -9.1675125148E+01 1.5210057079E-06 1.5210057287E-06 9.6492526487E-01
6.2440000000E+01 -9.1675125148E+01 8.0312751422E-07 8.0312753353E-07 9.6492748448E-01
6.2480000000E+01 -9.1675125148E+01 1.1258725900E-07 1.1258727694E-07 9.6492978555E-01
6.2520000000E+01 -9.1675125148E+01 -5.5265685043E-07 -5.5265683369E-07 9.6493216281E-01
6.2560000000E+01 -9.1675125148E+01 -1.2101536752E-06 -1.2101536595E-06 9.6493459306E-01
6.2600000000E+01 -9.1675125148E+01 -1.8814486658E-06 -1.8814486510E-06 9.6493704905E-01
6.2640000000E+01 -9.1675125148E+01 -2.5790253521E-06 -2.5790253381E-06 9.6493951616E-01
6.2680000000E+01 -9.1675125148E+01 -3.2972609618E-06 -3.2972609486E-06 9.6494200357E-01
6.2720000000E+01 -9.1675125148E+01 -4.0113932040E-06 -4.0113931918E-06 9.6494454422E-01
6.2760000000E+01 -9.1675125148E+01 -4.6853731749E-06 -4.6853731635E-06 9.6494718225E-01
6.2800000000E+01 -9.1675125148E+01 -5.2859552309E-06 -5.2859552206E-06 9.6494995236E-01
6.2840000000E+01 -9.1675125148E+01 -5.7977623254E-06 -5.7977623162E-06 9.6495285947E-01
6.2880000000E+01 -9.1675125148E+01 -6.2333612350E-06 -6.2333612269E-06 9.6495586740E-01
6.2920000000E+01 -9.1675125148E+01 -6.6339005504E-06 -6.6339005435E-06 9.6495890274E-01
6.2960000000E+01 -9.1675125148E+01 -7.0591143154E-06 -7.0591143096E-06 9.6496187411E-01
6.3000000000E+01 -9.1675125148E+01 -7.5693445463E-06 -7.5693445417E-06 9.6496470086E-01
6.3040000000E+01 -9.1675125148E+01 -8.2053110339E-06 -8.2053110304E-06 9.6496734146E-01
6.3080000000E+01 -9.1675125148E+01 -8.9725250846E-06 -8.9725250821E-06 9.6496981077E-01
6.3120000000E+01 -9.1675125148E+01 -9.8360248470E-06 -9.8360248455E-06 9.6497217904E-01
6.3160000000E+01 -9.1675125148E+01 -1.0727856442E-05 -1.0727856441E-05 9.6497455192E-01
6.3200000000E+01 -9.1675125148E+01 -1.1565513117E-05 -1.1565513117E-05 9.6497703738E-01
6.3240000000E+01 -9.1675125148E+01 -1.2275806820E-05 -1.2275806821E-05 9.6497971038E-01
6.3280000000E+01 -9.1675125148E+01 -1.2816677174E-05 -1.2816677176E-05 9.6498258754E-01
6.3320000000E+01 -9.1675125148E+01 -1.3189945890E-05 -1.3189945893E-05 9.6498562040E-01
6.3360000000E+01 -9.1675125148E+01 -1.3440863969E-05 -1.3440863972E-05 9.6498870982E-01
6.3400000000E+01 -9.1675125148E+01 -1.3644538754E-05 -1.3644538757E-05 9.6499173673E-01
6.3440000000E+01 -9.1675125148E+01 -1.3883550301E-05 -1.3883550305E-05 9.6499459882E-01
6.3480000000E+01 -9.1675125148E+01 -1.4223857479E-05 -1.4223857483E-05 9.6499724093E-01
6.3520000000E+01 -9.1675125148E+01 -1.4696528029E-05 -1.4696528034E-05 9.6499966943E-01
6.3560000000E+01 -9.1675125148E+01 -1.5290781641E-05 -1.5290781647E-05 9.6500194648E-01
6.3600000000E+01 -9.1675125148E+01 -1.5960030188E-05 -1.5960030196E-05 9.6500416729E-01
6.3640000000E+01 -9.1675125148E+01 -1.6638341929E-05 -1.6638341937E-05 9.6500642882E-01
6.3680000000E+01 -9.1675125148E+01 -1.7261487449E-05 -1.7261487458E-05 9.6500880111E-01
6.3720000000E+01 -9.1675125148E+01 -1.7785521972E-05 -1.7785521982E-05 9.6501131030E-01
6.3760000000E+01 -9.1675125148E+01 -1.8197069787E-05 -1.8197069797E-05 9.6501393803E-01
6.3800000000E+01 -9.1675125148E+01 -1.8512612239E-05 -1.8512612249E-05 9.6501663533E-01
6.3840000000E+01 -9.1675125148E+01 -1.8767997302E-05 -1.8767997313E-05 9.6501934449E-01
6.3880000000E+01 -9.1675125148E+01 -1.9002698645E-05 -1.9002698655E-05 9.6502201987E-01
6.3920000000E+01 -9.1675125148E+01 -1.9244914047E-05 -1.9244914058E-05 9.6502464027E-01
6.3960000000E+01 -9.1675125148E+01 -1.9502909637E-05 -1.9502909647E-05 9.6502720938E-01
6.4000000000E+01 -9.1675125148E+01 -1.9765399627E-05 -1.9765399638E-05 9.6502974601E-01
6.4040000000E+01 -9.1675125148E+01 -2.0010199420E-05 -2.0010199431E-05 9.6503226995E-01
6.4080000000E+01 -9.1675125148E+01 -2.0217222018E-05 -2.0217222031E-05 9.6503479055E-01
6.4120000000E+01 -9.1675125149E+01 -2.0380266234E-05 -2.0380266247E-05 9.6503730339E-01
6.4160000000E+01 -9.1675125149E+01 -2.0512558157E-05 -2.0512558171E-05 9.6503979649E-01
6.4200000000E+01 -9.1675125149E+01 -2.0643458011E-05 -2.0643458025E-05 9.6504226297E-01
6.4240000000E+01 -9.1675125149E+01 -2.0807223588E-05 -2.0807223602E-05 9.6504471370E-01
6.4280000000E+01 -9.1675125149E+01 -2.1027936014E-05 -2.1027936028E-05 9.6504718332E-01
6.4320000000E+01 -9.1675125149E+01 -2.1306434686E-05 -2.1306434700E-05 9.6504972538E-01
6.4360000000E+01 -9.1675125149E+01 -2.1614691098E-05 -2.1614691112E-05 9.6505239703E-01
6.4400000000E+01 -9.1675125149E+01 -2.1900569451E-05 -2.1900569465E-05 9.6505523827E-01
6.4440000000E+01 -9.1675125149E+01 -2.2102224258E-05 -2.2102224271E-05 9.6505825357E-01
6.4480000000E+01 -9.1675125149E+01 -2.2167781313E-05 -2.2167781327E-05 9.6506140389E-01
6.4520000000E+01 -9.1675125149E+01 -2.2073746368E-05 -2.2073746381E-05 9.6506461338E-01
6.4560000000E+01 -9.1675125149E+01 -2.1835623874E-05 -2.1835623887E-05 9.6506779000E-01
6.4600000000E+01 -9.1675125149E+01 -2.1506568292E-05 -2.1506568305E-05 9.6507085401E-01
6.4640000000E+01 -9.1675125149E+01 -2.1163782391E-05 -2.1163782403E-05 9.6507376485E-01
6.4680000000E+01 -9.1675125149E+01 -2.0886509251E-05 -2.0886509263E-05 9.6507653692E-01
6.4720000000E+01 -9.1675125149E+01 -2.0732415368E-05 -2.0732415380E-05 9.6507923842E-01
6.4760000000E+01 -9.1675125149E+01 -2.0719893848E-05 -2.0719893860E-05 9.6508197272E-01
6.4800000000E+01 -9.1675125149E+01 -2.0822041186E-05 -2.0822041198E-05 9.6508484803E-01
6.4840000000E+01 -9.1675125149E+01 -2.0974347099E-05 -2.0974347111E-05 9.6508794498E-01
6.4880000000E+01 -9.1675125149E+01 -2.1093719489E-05 -2.1093719501E-05 9.6509129250E-01
6.4920000000E+01 -9.1675125149E+01 -2.1102826163E-05 -2.1102826174E-05 9.6509485965E-01
6.4960000000E+01 -9.1675125149E+01 -2.0952089030E-05 -2.0952089041E-05 9.6509856547E-01
6.5000000000E+01 -9.1675125149E+01 -2.0632553322E-05 -2.0632553333E-05 9.6510230334E-01
6.5040000000E+01 -9.1675125149E+01 -2.0175950459E-05 -2.0175950469E-05 9.6510597144E-01
6.5080000000E+01 -9.1675125149E+01 -1.9642509653E-05 -1.9642509662E-05 9.6510949964E-01
6.5120000000E+01 -9.1675125149E+01 -1.9101008197E-05 -1.9101008205E-05 9.6511286473E-01
6.5160000000E+01 -9.1675125149E+01 -1.8607867502E-05 -1.8607867510E-05 9.6511609046E-01
6.5200000000E+01 -9.1675125149E+01 -1.8192061586E-05 -1.8192061593E-05 9.6511923391E-01
6.5240000000E+01 -9.1675125149E+01 -1.7850290281E-05 -1.7850290287E-05 9.6512236405E-01
6.5280000000E+01 -9.1675125149E+01 -1.7553145265E-05 -1.7553145271E-05 9.6512554016E-01
6.5320000000E+01 -9.1675125149E+01 -1.7259194887E-05 -1.7259194893E-05 9.6512879680E-01
6.5360000000E+01 -9.1675125149E+01 -1.6931360204E-05 -1.6931360209E-05 9.6513213888E-01
6.5400000000E+01 -9.1675125149E+01 -1.6549505813E-05 -1.6549505818E-05 9.6513554624E-01
6.5440000000E+01 -9.1675125149E+01 -1.6114917318E-05 -1.6114917323E-05 9.6513898410E-01
6.5480000000E+01 -9.1675125149E+01 -1.5645590450E-05 -1.5645590453E-05 9.6514241412E-01
6.5520000000E+01 -9.1675125149E+01 -1.5164796539E-05 -1.5164796542E-05 9.6514580180E-01
6.5560000000E+01 -9.1675125149E+01 -1.4687912478E-05 -1.4687912480E-05 9.6514911840E-01
6.5600000000E+01 -9.1675125149E+01 -1.4213093212E-05 -1.4213093212E-05 9.6515233839E-01
6.5640000000E+01 -9.1675125149E+01 -1.3719817313E-05 -1.3719817313E-05 9.6515543573E-01
6.5680000000E+01 -9.1675125149E+01 -1.3176231992E-05 -1.3176231990E-05 9.6515838245E-01
6.5720000000E+01 -9.1675125149E+01 -1.2552717324E-05 -1.2552717321E-05 9.6516115164E-01
6.5760000000E+01 -9.1675125149E+01 -1.1836490544E-05 -1.1836490541E-05 9.6516372465E-01
6.5800000000E+01 -9.1675125149E+01 -1.1041370341E-05 -1.1041370337E-05 9.6516609938E-01
6.5840000000E+01 -9.1675125149E+01 -1.0208326697E-05 -1.0208326692E-05 9.6516829565E-01
6.5880000000E+01 -9.1675125149E+01 -9.3956600275E-06 -9.3956600217E-06 9.6517035390E-01
6.5920000000E+01 -9.1675125149E+01 -8.6614556903E-06 -8.6614556837E-06 9.6517232583E-01
6.5960000000E+01 -9.1675125149E+01 -8.0439794669E-06 -8.0439794594E-06 9.6517425873E-01
6.6000000000E+01 -9.1675125149E+01 -7.5467978777E-06 -7.5467978693E-06 9.6517617811E-01
6.6040000000E+01 -9.1675125149E+01 -7.1341580828E-06 -7.1341580736E-06 9.6517807444E-01
6.6080000000E+01 -9.1675125149E+01 -6.7389093908E-06 -6.7389093805E-06 9.6517989923E-01
6.6120000000E+01 -9.1675125149E+01 -6.2810715297E-06 -6.2810715185E-06 9.6518157262E-01
6.6160000000E+01 -9.1675125149E+01 -5.6914809531E-06 -5.6914809408E-06 9.6518300130E-01
6.6200000000E+01 -9.1675125149E+01 -4.9330556762E-06 -4.9330556627E-06 9.6518410166E-01
6.6240000000E+01 -9.1675125149E+01 -4.0127962785E-06 -4.0127962638E-06 9.6518482140E-01
6.6280000000E+01 -9.1675125149E+01 -2.9805305131E-06 -2.9805304972E-06 9.6518515305E-01
6.6320000000E+01 -9.1675125149E+01 -1.9146620400E-06 -1.9146620229E-06 9.6518513522E-01
6.6360000000E+01 -9.1675125149E+01 -8.9937843900E-07 -8.9937842064E-07 9.6518484102E-01
6.6400000000E+01 -9.1675125149E+01 -5.0260537204E-10 -5.0258588300E-10 9.6518435743E-01
6.6440000000E+01 -9.1675125149E+01 7.5247507492E-07 7.5247509541E-07 9.6518376141E-01
6.6480000000E+01 -9.1675125149E+01 1.3727703089E-06 1.3727703303E-06 9.6518309970E-01
6.6520000000E+01 -9.1675125149E+01 1.9095335271E-06 1.9095335492E-06 9.6518237774E-01
6.6560000000E+01 -9.1675125149E+01 2.4306643561E-06 2.4306643790E-06 9.6518155999E-01
6.6600000000E+01 -9.1675125149E+01 3.0011988352E-06 3.0011988588E-06 9.6518058087E-01
6.6640000000E+01 -9.1675125149E+01 3.6644157000E-06 3.6644157245E-06 9.6517936232E-01
6.6680000000E+01 -9.1675125149E+01 4.4315358590E-06 4.4315358846E-06 9.6517783288E-01
6.6720000000E+01 -9.1675125149E+01 5.2826912679E-06 5.2826912947E-06 9.6517594331E-01
6.6760000000E+01 -9.1675125149E+01 6.1778736886E-06 6.1778737168E-06 9.6517367529E-01
6.6800000000E+01 -9.1675125149E+01 7.0732365563E-06 7.0732365859E-06 9.6517104240E-01
6.6840000000E+01 -9.1675125149E+01 7.9365572539E-06 7.9365572849E-06 9.6516808416E-01
6.6880000000E+01 -9.1675125149E+01 8.7563653976E-06 8.7563654299E-06 9.6516485595E-01
6.6920000000E+01 -9.1675125149E+01 9.5418853433E-06 9.5418853768E-06 9.6516141748E-01
6.6960000000E+01 -9.1675125148E+01 1.0314521560E-05 1.0314521594E-05 9.6515782247E-01
6.7000000000E+01 -9.1675125148E+01 1.1094809191E-05 1.1094809226E-05 9.6515411092E-01
6.7040000000E+01 -9.1675125148E+01 1.1890394623E-05 1.1890394659E-05 9.6515030458E-01
6.7080000000E+01 -9.1675125148E+01 1.2690115268E-05 1.2690115305E-05 9.6514640564E-01
6.7120000000E+01 -9.1675125148E+01 1.3466813117E-05 1.3466813154E-05 9.6514239806E-01
6.7160000000E+01 -9.1675125148E+01 1.4188053015E-05 1.4188053053E-05 9.6513825143E-01
6.7200000000E+01 -9.1675125148E+01 1.4830715410E-05 1.4830715450E-05 9.6513392692E-01
6.7240000000E+01 -9.1675125148E+01 1.5393698602E-05 1.5393698642E-05 9.6512938485E-01
6.7280000000E+01 -9.1675125148E+01 1.5903376414E-05 1.5903376456E-05 9.6512459306E-01
6.7320000000E+01 -9.1675125148E+01 1.6408915776E-05 1.6408915819E-05 9.6511953482E-01
6.7360000000E+01 -9.1675125148E+01 1.6968215966E-05 1.6968216010E-05 9.6511421463E-01
6.7400000000E+01 -9.1675125148E+01 1.7628783334E-05 1.7628783379E-05 9.6510866038E-01
6.7440000000E+01 -9.1675125148E+01 1.8410005133E-05 1.8410005179E-05 9.6510292089E-01
6.7480000000E+01 -9.1675125148E+01 1.9293209249E-05 1.9293209296E-05 9.6509705887E-01
6.7520000000E+01 -9.1675125148E+01 2.0223543754E-05 2.0223543801E-05 9.6509114043E-01
6.7560000000E+01 -9.1675125148E+01 2.1123838553E-05 2.1123838602E-05 9.6508522339E-01
6.7600000000E+01 -9.1675125148E+01 2.1916531221E-05 2.1916531271E-05 9.6507934681E-01
6.7640000000E+01 -9.1675125148E+01 2.2546861898E-05 2.2546861948E-05 9.6507352435E-01
6.7680000000E+01 -9.1675125148E+01 2.2999888114E-05 2.2999888165E-05 9.6506774288E-01
6.7720000000E+01 -9.1675125147E+01 2.3305708057E-05 2.3305708109E-05 9.6506196693E-01
6.7760000000E+01 -9.1675125147E+01 2.3531024995E-05 2.3531025047E-05 9.6505614789E-01
6.7800000000E+01 -9.1675125147E+01 2.3759592659E-05 2.3759592712E-05 9.6505023624E-01
6.7840000000E+01 -9.1675125148E+01 2.4067673072E-05 2.4067673125E-05 9.6504419408E-01
6.7880000000E+01 -9.1675125148E+01 2.4502209087E-05 2.4502209141E-05 9.6503800550E-01
6.7920000000E+01 -9.1675125148E+01 2.5068444633E-05 2.5068444688E-05 9.6503168263E-01
6.7960000000E+01 -9.1675125148E+01 2.5730560161E-05 2.5730560217E-05 9.6502526599E-01
6.8000000000E+01 -9.1675125148E+01 2.6424614308E-05 2.6424614365E-05 9.6501881894E-01
6.8040000000E+01 -9.1675125148E+01 2.7079145208E-05 2.7079145266E-05 9.6501241709E-01
6.8080000000E+01 -9.1675125148E+01 2.7636500296E-05 2.7636500355E-05 9.6500613454E-01
6.8120000000E+01 -9.1675125148E+01 2.8068060646E-05 2.8068060705E-05 9.6500002969E-01
6.8160000000E+01 -9.1675125148E+01 2.8378905707E-05 2.8378905767E-05 9.6499413364E-01
6.8200000000E+01 -9.1675125148E+01 2.8601246258E-05 2.8601246318E-05 9.6498844400E-01
6.8240000000E+01 -9.1675125148E+01 2.8779793825E-05 2.8779793886E-05 9.6498292587E-01
6.8280000000E+01 -9.1675125148E+01 2.8954802164E-05 2.8954802225E-05 9.6497752045E-01
6.8320000000E+01 -9.1675125148E+01 2.9148956404E-05 2.9148956465E-05 9.6497215966E-01
6.8360000000E+01 -9.1675125148E+01 2.9362512951E-05 2.9362513013E-05 9.6496678373E-01
6.8400000000E+01 -9.1675125148E+01 2.9577809232E-05 2.9577809294E-05 9.6496135734E-01
6.8440000000E+01 -9.1675125148E+01 2.9770693026E-05 2.9770693088E-05 9.6495588034E-01
6.8480000000E+01 -9.1675125148E+01 2.9923873263E-05 2.9923873326E-05 9.6495038970E-01
6.8520000000E+01 -9.1675125148E+01 3.0036585505E-05 3.0036585568E-05 9.6494495214E-01
6.8560000000E+01 -9.1675125148E+01 3.0126497787E-05 3.0126497851E-05 9.6493964890E-01
6.8600000000E+01 -9.1675125148E+01 3.0222873236E-05 3.0222873301E-05 9.6493455674E-01
6.8640000000E+01 -9.1675125148E+01 3.0353500416E-05 3.0353500481E-05 9.6492973020E-01
6.8680000000E+01 -9.1675125148E+01 3.0530493580E-05 3.0530493645E-05 9.6492518999E-01
6.8720000000E+01 -9.1675125149E+01 3.0740767375E-05 3.0740767441E-05 9.6492092040E-01
6.8760000000E+01 -9.1675125149E+01 3.0945500724E-05 3.0945500790E-05 9.6491687617E-01
6.8800000000E+01 -9.1675125149E+01 3.1089718670E-05 3.1089718736E-05 9.6491299638E-01
6.8840000000E+01 -9.1675125149E+01 3.1119364749E-05 3.1119364815E-05 9.6490922113E-01
6.8880000000E+01 -9.1675125149E+01 3.1000268456E-05 3.1000268522E-05 9.6490550605E-01
6.8920000000E+01 -9.1675125149E+01 3.0732338620E-05 3.0732338687E-05 9.6490183104E-01
6.8960000000E+01 -9.1675125149E+01 3.0353586846E-05 3.0353586912E-05 9.6489820147E-01
6.9000000000E+01 -9.1675125149E+01 2.9931832088E-05 2.9931832155E-05 9.6489464290E-01
6.9040000000E+01 -9.1675125149E+01 2.9546075685E-05 2.9546075752E-05 9.6489119196E-01
6.9080000000E+01 -9.1675125149E+01 2.9263144988E-05 2.9263145055E-05 9.6488788697E-01
6.9120000000E+01 -9.1675125149E+01 2.9117017303E-05 2.9117017370E-05 9.6488476100E-01
6.9160000000E+01 -9.1675125149E+01 2.9097588311E-05 2.9097588378E-05 9.6488183877E-01
6.9200000000E+01 -9.1675125149E+01 2.9152714144E-05 2.9152714211E-05 9.6487913653E-01
6.9240000000E+01 -9.1675125149E+01 2.9203095763E-05 2.9203095831E-05 9.6487666320E-01
6.9280000000E+01 -9.1675125149E+01 2.9165412787E-05 2.9165412855E-05 9.6487442062E-01
6.9320000000E+01 -9.1675125149E+01 2.8976450926E-05 2.8976450994E-05 9.6487240205E-01
6.9360000000E+01 -9.1675125149E+01 2.8610696120E-05 2.8610696188E-05 9.6487058936E-01
6.9400000000E+01 -9.1675125149E+01 2.8086070315E-05 2.8086070383E-05 9.6486895115E-01
6.9440000000E+01 -9.1675125149E+01 2.7456401280E-05 2.7456401348E-05 9.6486744418E-01
6.9480000000E+01 -9.1675125149E+01 2.6793519530E-05 2.6793519597E-05 9.6486601997E-01
6.9520000000E+01 -9.1675125149E+01 2.6165112817E-05 2.6165112884E-05 9.6486463603E-01
6.9560000000E+01 -9.1675125149E+01 2.5615578749E-05 2.5615578816E-05 9.6486326916E-01
6.9600000000E+01 -9.1675125149E+01 2.5155778486E-05 2.5155778552E-05 9.6486192629E-01
6.9640000000E+01 -9.1675125149E+01 2.4764332037E-05 2.4764332103E-05 9.6486064826E-01
6.9680000000E+01 -9.1675125149E+01 2.4399081020E-05 2.4399081087E-05 9.6485950351E-01
6.9720000000E+01 -9.1675125149E+01 2.4013982684E-05 2.4013982752E-05 9.6485857199E-01
6.9760000000E+01 -9.1675125149E+01 2.3575133632E-05 2.3575133699E-05 9.6485792308E-01
6.9800000000E+01 -9.1675125149E+01 2.3070340514E-05 2.3070340582E-05 9.6485759403E-01
6.9840000000E+01 -9.1675125149E+01 2.2509329040E-05 2.2509329108E-05 9.6485757603E-01
6.9880000000E+01 -9.1675125149E+01 2.1915296348E-05 2.1915296416E-05 9.6485781328E-01
6.9920000000E+01 -9.1675125149E+01 2.1311734074E-05 2.1311734141E-05 9.6485821635E-01
6.9960000000E+01 -9.1675125149E+01 2.0710113450E-05 2.0710113517E-05 9.6485868652E-01
7.0000000000E+01 -9.1675125149E+01 2.0103543652E-05 2.0103543719E-05 9.6485914388E-01
7.0040000000E+01 -9.1675125149E+01 1.9469091950E-05 1.9469092016E-05 9.6485955048E-01
7.0080000000E+01 -9.1675125149E+01 1.8778000912E-05 1.8778000977E-05 9.6485992101E-01
7.0120000000E+01 -9.1675125149E+01 1.8009844349E-05 1.8009844415E-05 9.6486031765E-01
7.0160000000E+01 -9.1675125149E+01 1.7164930455E-05 1.7164930520E-05 9.6486083056E-01
7.0200000000E+01 -9.1675125149E+01 1.6269661773E-05 1.6269661839E-05 9.6486155071E-01
7.0240000000E+01 -9.1675125149E+01 1.5371995659E-05 1.5371995725E-05 9.6486254349E-01
7.0280000000E+01 -9.1675125149E+01 1.4527766858E-05 1.4527766923E-05 9.6486383171E-01
7.0320000000E+01 -9.1675125149E+01 1.3782137339E-05 1.3782137405E-05 9.6486539275E-01
7.0360000000E+01 -9.1675125149E+01 1.3152541016E-05 1.3152541081E-05 9.6486716978E-01
7.0400000000E+01 -9.1675125149E+01 1.2619380975E-05 1.2619381040E-05 9.6486909240E-01
7.0440000000E+01 -9.1675125149E+01 1.2128376551E-05 1.2128376616E-05 9.6487109881E-01
7.0480000000E+01 -9.1675125149E+01 1.1604610406E-05 1.1604610471E-05 9.6487315216E-01
7.0520000000E+01 -9.1675125149E+01 1.0974299845E-05 1.0974299910E-05 9.6487524603E-01
7.0560000000E+01 -9.1675125149E+01 1.0187512539E-05 1.0187512604E-05 9.6487739871E-01
7.0600000000E+01 -9.1675125149E+01 9.2344677901E-06 9.2344678547E-06 9.6487964000E-01
7.0640000000E+01 -9.1675125149E+01 8.1499595353E-06 8.1499595998E-06 9.6488199686E-01
7.0680000000E+01 -9.1675125149E+01 7.0042059715E-06 7.0042060357E-06 9.6488448383E-01
7.0720000000E+01 -9.1675125149E+01 5.8828215848E-06 5.8828216488E-06 9.6488710195E-01
7.0760000000E+01 -9.1675125149E+01 4.8621455139E-06 4.8621455776E-06 9.6488984536E-01
7.0800000000E+01 -9.1675125149E+01 3.9876530414E-06 3.9876531049E-06 9.6489271170E-01
7.0840000000E+01 -9.1675125149E+01 3.2621249936E-06 3.2621250571E-06 9.6489571030E-01
7.0880000000E+01 -9.1675125149E+01 2.6470172554E-06 2.6470173189E-06 9.6489886346E-01
7.0920000000E+01 -9.1675125149E+01 2.0761606149E-06 2.0761606786E-06 9.6490219883E-01
7.0960000000E+01 -9.1675125148E+01 1.4769866796E-06 1.4769867437E-06 9.6490573563E-01
7.1000000000E+01 -9.1675125148E+01 7.9222951273E-07 7.9222957710E-07 9.6490947020E-01
7.1040000000E+01 -9.1675125148E+01 -4.7882257628E-09 -4.7881611436E-09 9.6491336793E-01
7.1080000000E+01 -9.1675125148E+01 -9.0572756233E-07 -9.0572749760E-07 9.6491736637E-01
7.1120000000E+01 -9.1675125148E+01 -1.8742664639E-06 -1.8742663992E-06 9.6492139046E-01
7.1160000000E+01 -9.1675125148E+01 -2.8613198127E-06 -2.8613197481E-06 9.6492537558E-01
7.1200000000E+01 -9.1675125148E+01 -3.8225948522E-06 -3.8225947879E-06 9.6492929066E-01
7.1240000000E+01 -9.1675125148E+01 -4.7322050856E-06 -4.7322050216E-06 9.6493315242E-01
7.1280000000E+01 -9.1675125148E+01 -5.5878681566E-06 -5.5878680926E-06 9.6493702448E-01
7.1320000000E+01 -9.1675125148E+01 -6.4065330536E-06 -6.4065329895E-06 9.6494099999E-01
7.1360000000E+01 -9.1675125148E+01 -7.2128843558E-06 -7.2128842915E-06 9.6494517255E-01
7.1400000000E+01 -9.1675125148E+01 -8.0257447291E-06 -8.0257446644E-06 9.6494960468E-01
7.1440000000E+01 -9.1675125148E+01 -8.8480231126E-06 -8.8480230474E-06 9.6495430472E-01
7.1480000000E+01 -9.1675125148E+01 -9.6643353684E-06 -9.6643353027E-06 9.6495922037E-01
7.1520000000E+01 -9.1675125148E+01 -1.0447342185E-05 -1.0447342118E-05 9.6496425174E-01
7.1560000000E+01 -9.1675125148E+01 -1.1170361083E-05 -1.1170361016E-05 9.6496928017E-01
7.1600000000E+01 -9.1675125148E+01 -1.1821220803E-05 -1.1821220737E-05 9.6497420313E-01
7.1640000000E+01 -9.1675125148E+01 -1.2411618519E-05 -1.2411618452E-05 9.6497896387E-01
7.1680000000E+01 -9.1675125148E+01 -1.2977712220E-05 -1.2977712152E-05 9.6498356580E-01
7.1720000000E+01 -9.1675125148E+01 -1.3570834336E-05 -1.3570834269E-05 9.6498806717E-01
7.1760000000E+01 -9.1675125148E+01 -1.4240925091E-05 -1.4240925023E-05 9.6499255833E-01
7.1800000000E+01 -9.1675125148E+01 -1.5018204712E-05 -1.5018204644E-05 9.6499712985E-01
